	xxx|yyy	player_name	tag	village_points	player_points	village_id	player_id	tribe_id	village_name
2572	481|443	DamageDealer	Шпана	8171	53558	2926	848892159	10	Взрыв Звезды
2573	504|560	Сергейя	NW	9741	72585	2928	1319327	59	В. Ч.
2574	559|483	Нунчаки	-=ЛС=-	10129	54517	2929	1568254	1	Бездарность
2575	512|558	Serginio	NW	7311	53447	2930	1790757	59	Лужайка
2576	559|488	GreenCreed	Живки	10545	50014	2931	848900671	11	Давай на лево***
2577	552|469	Agentdrakon	-=ЛС=-	1621	30454	2932	848889764	1	Дивизия удара по рукам
2578	528|533	... ПаРиС...	HuntrЙ	9686	47763	2933	1711507	77	...
2579	539|544	Lorden	HuntrY	4650	73355	2934	1624228	34	002.05 Свекольное поле
2580	485|442	Питекантроп	-=ЛС=-	7686	40507	2935	848943461	1	кулибины
2581	498|495	Like a Wind	GAME	3058	280395	2936	1244572	31	Wasting My Hate
2582	559|513	Предвестник Войны	HuntrЙ	2326	66373	2937	848931262	77	Варка 09
2583	443|517	Damosha	NW	3854	115613	2938	352756	59	Дворянин
2584	441|495	ziuzi	Шпана	1649	48949	2939	1582908	10	lange
2585	546|537	MBD BOY	HuntrX	8734	49769	2940	300462	26	Дворянин
2586	526|445	гильд	-=ЛC=-	1621	17440	2941	1245582	27	Министерство Обороны
2587	553|473	Agentdrakon	-=ЛС=-	3505	30454	2942	848889764	1	Община хайпожоров
2588	465|520	Rookie	NW	10174	93292	2943	1601823	59	A.8 Winter Wonder
2589	449|469	chertoffochka	Шпана	3771	122351	2944	2096250	10	Еnemy
2590	497|560	Tjapik	NW.	7203	79941	2945	1146332	70	Дворянин
2591	462|452	sergchss2014	Шпана	5804	61699	2946	1714096	10	Xaliava
2592	491|496	Wanderer68	-=ЛC=-	4008	96632	2947	996111	27	Wanderer68
2593	544|541	deepjumper	HuntrY	714	42963	2948	1592119	34	gorilla_kush
2594	559|487	GreenCreed	Живки	9115	50014	2949	848900671	11	Давай на лево***
2595	471|449	Ragnar the Great	Шпана	2375	100962	2950	1548827	10	B-002 Hero
2596	559|493	Танкист	Живки	5649	52326	2952	848930112	11	005
2597	454|484	lshtw	Шпана	9408	55232	2953	848901374	10	Здесь живёт Беляев Алексей
2598	440|486	AndrikO	Апачи	3258	44371	2954	9429	40	Логово Абьюзера кв3
2599	543|460	Zloy Yakudza	-=ЛС=-	9433	97820	2955	1212085	1	002 Бонусная деревня
2600	502|492	ziglor	GAME	4117	150908	2956	372825	31	009
2601	496|560	Pizhon13	NW	9888	70497	2957	1149471	59	003. Chelsea
2602	461|539	XroM	NW	8360	64246	2958	557631	59	Шахта надежды
2603	531|531	semik	HuntrX	10252	114543	2959	848920371	26	Nükleer
2604	560|507	scor	HuntrY	655	24460	2960	1458783	34	006
2605	510|557	Serginio	NW	9526	53447	2961	1790757	59	Тайга
2606	547|465	tazjke	-=ЛС=-	3488	57123	2962	848902778	1	007
2607	466|532	killerDim	NW	9624	67386	2963	1201237	59	Харкiв
2608	541|457	SUPERBIT2008	-=ЛС=-	4150	87656	2964	274564	1	005
2609	459|470	mizyka	Шпана	10004	73249	2965	1501160	10	Пуск
2610	490|560	СНАУ	NW	7744	41673	2967	267285	59	Катан 2
2611	558|519	Доктор Пай	HuntrY	9907	145428	2968	1612607	34	Я Не ТрУс Но Я БоЮсЬ
2612	507|503	Лорд Славик	-=ЛС=-	2634	72047	2969	848922253	1	005
2613	508|490	рот мне в ноги	-=ЛC=-	5941	50001	2970	1485794	27	Witcher
2614	442|510	Neznaika	Шпана	3691	66826	2971	848918672	10	Деревня варваров
2615	557|522	Доктор Пай	HuntrY	9978	145428	2972	1612607	34	Я Не ТрУс Но Я БоЮсЬ
2616	535|450	Невидимый	-=ЛС=-	3749	55840	2973	353201	1	Деревня варваров
2617	551|466	ОCОБО НУБАСЕН	Живки	4264	41901	2974	537524	11	а Ля
2618	547|461	dubro	-=ЛC=-	9644	69498	2975	1585699	27	002. Лапти Алладина
2619	440|516	Damosha	NW	3731	115613	2976	352756	59	Дворянин
2620	490|559	СНАУ	NW	8933	41673	2977	267285	59	Катан 1
2621	439|510	777BAVARIA777	Шпана	4349	113604	2978	1873801	10	777BAVARIA777
2622	559|502	samat09	-=ЛС=-	2875	177136	2979	394546	1	Дворянин 2,2
2623	495|501	sashket	SC	1181	1181	2981	2093726	97	sashket
2624	457|541	OliWi	NW.	8631	71884	2982	848944317	70	[003] Solana
2625	526|464	88Magnum88	-=ЛС=-	4387	101235	2983	848922770	1	010
2626	488|489	Анархия	Шпана	7812	52650	2984	848941893	10	mid 002
2627	561|491	GreenCreed	Живки	8473	50014	2986	848900671	11	Давай на лево***
2628	512|553	Serginio	NW	10229	53447	2987	1790757	59	Ягодное
2629	535|547	ImM0rtal	ВиА Б	9427	20844	2988	848904118	68	ImGrad 001 Спасибо НВ
2630	445|524	Pavrash	NW.	3296	28410	2989	1703006	70	Жуз
2631	507|506	popov	HuntrY	5024	48639	2990	412935	34	деревня М2
2632	478|480	Valergen	Шпана	7567	89359	2991	848914936	10	005
2633	548|463	dubro	-=ЛC=-	4819	69498	2992	1585699	27	007. Фусрула фон Дершвайн
2634	461|504	funduk08	Шпана	10268	107037	2993	999421	10	Дворянин
2635	511|544	trail	HuntrX	9818	67660	2994	1588716	26	Random
2636	537|450	Невидимый	-=ЛС=-	2263	55840	2995	353201	1	Деревня варваров
2637	553|520	Ayreaelis	HuntrY	9430	130488	2997	2107610	34	006.Арах-Антил
2638	541|455	tazjke	-=ЛС=-	3274	57123	2998	848902778	1	008
2639	448|467	chertoffochka	Шпана	4387	122351	2999	2096250	10	I'll Make It Up To You
2640	446|527	Kaashtaan	NW.	5337	10473	3002	848932504	70	Здесь живёт Kaashtaan
2641	441|519	Yorick	NW	8236	94746	3003	2051054	59	Omicron Yorick 01
2642	446|525	Pavrash	NW.	2464	28410	3004	1703006	70	Жуз
2643	442|480	BOND	Шпана	3635	114269	3005	1885079	10	016.Бонусная деревня
2644	545|541	Juventini	HuntrY	9801	59723	3006	848914507	34	003
2645	521|558	Corvhael	NW	6496	82195	3007	200849	59	Memento mori
2646	532|553	sjGray	ВиА Б	8610	14087	3008	848903778	68	Здесь живёт sjGray
2647	444|526	Pavrash	NW.	3065	28410	3009	1703006	70	Жуз
2648	467|552	AGASFER	NW.	6663	91910	3012	1514041	70	004 Деймос
2649	556|521	Доктор Пай	HuntrY	9978	145428	3014	1612607	34	Я Не ТрУс Но Я БоЮсЬ
2650	547|460	dubro	-=ЛC=-	3018	69498	3015	1585699	27	008. Шакал ЧерТаев
2651	487|493	offair	GAME	10292	103630	3016	351667	31	БАО
2652	450|533	Квазимода	NW	7032	112250	3017	848931337	59	А 002 Грачиный приют
2653	530|550	Лорд taurus	ВиА Б	5634	9415	3018	848902332	68	Здесь живёт Лорд taurus
2654	447|531	Квазимода	NW	6742	112250	3019	848931337	59	А 009 Дрифтмарк
2655	504|502	Дмитрий А.	-=ЛС=-	4577	79872	3020	848943263	1	004
2656	561|496	Чтпз	-=ЛC=-	3460	59617	3021	2094105	27	Рим
2657	443|476	comik2009	Шпана	3948	78497	3022	1180115	10	comik2009-009
2658	550|511	KHAL	HuntrY	9207	85652	3023	1989844	34	KHAL
2659	556|512	Reckless Wanderer	HuntrX	8755	214685	3024	1632070	26	Деревня варваров
2660	483|560	Ewerverds	NW.	6996	75934	3025	2022096	70	Деревня варваров
2661	562|485	trukker	-=ЛС=-	5329	91054	3028	411942	1	009 Mordor
2662	467|550	AGASFER	NW.	8185	91910	3029	1514041	70	001 Сиракузы
2663	562|500	Танкист	Живки	934	52326	3030	848930112	11	007
2664	550|523	alexa-alex	ACMTS	9463	9463	3031	575278	67	Здесь живёт alexa-alex
2665	549|533	Ayreaelis	HuntrY	10495	130488	3032	2107610	34	015.Аден
2666	557|476	Мишаня31	Живки	6641	37416	3033	848931865	11	Уууух...
2667	550|526	Juventini	HuntrY	10971	59723	3034	848914507	34	001
2668	441|484	Волк	Апачи	596	4438	3036	2088528	40	Логово_002
2669	511|543	Mensch	HuntrX	6538	94468	3037	1570216	26	Заброшенные Руины
2670	523|443	Гук74	-=ЛC=-	7962	48272	3038	450871	27	Лучик
2671	498|561	Pizhon13	NW	9888	70497	3039	1149471	59	004. Manchester City
2672	497|510	Neochem	HuntrX	8498	181710	3040	148138	26	012 Грачевка
2673	525|444	Гук74	-=ЛC=-	6137	48272	3041	450871	27	Звезда 1
2674	548|461	dubro	-=ЛC=-	2938	69498	3043	1585699	27	009. Вутин Пор
2675	487|503	offair	GAME	10292	103630	3044	351667	31	aktok
2676	559|485	trukker	-=ЛС=-	3631	91054	3045	411942	1	003 Mordor
2677	479|557	SneeK	NW.	7531	68212	3046	1161650	70	04.MaJIenkoe 3veRywKo
2678	533|552	Лорд taurus	ВиА Б	563	9415	3047	848902332	68	Деревня варваров
2679	519|557	semik	HuntrX	2857	114543	3048	848920371	26	Akkuyu
2680	454|487	Чуваш	Апачи	9557	9557	3049	293570	40	АПАЧИ
2681	511|561	9731	NW	9432	51345	3050	848914540	59	Дворянин
2682	561|504	Танкист	Живки	849	52326	3051	848930112	11	009
2683	495|510	IIcbIX...	HuntrX	1698	90320	3052	576406	26	103
2684	444|525	Pavrash	NW.	2659	28410	3053	1703006	70	Жуз
2685	487|560	dificl	NW	8592	139323	3054	1507743	59	004
2686	448|535	Polaykovsi777	NW	3324	72081	3055	848933947	59	007
2687	559|482	boorman	-=ЛC=-	8142	25060	3056	1073325	27	Здесь живёт boorman
2688	557|520	Доктор Пай	HuntrY	8517	145428	3057	1612607	34	Я Не ТрУс Но Я БоЮсЬ
2689	439|509	777BAVARIA777	Шпана	8155	113604	3058	1873801	10	Здесь живёт sevlad
2690	474|555	AGASFER	NW.	5054	91910	3059	1514041	70	008 Сингапур
2691	550|463	dubro	-=ЛC=-	9127	69498	3060	1585699	27	003. Запарижье
2692	476|557	Darksol	NW	8298	90873	3061	1512777	59	In memory
2693	514|558	INACHE.	NW	4142	51486	3062	2009938	59	006. Дом мертвого штиля
2694	502|547	Король Морей	HuntrY	1899	42307	3063	848877582	34	[007] HunterY
2695	476|493	Кейстут I	Шпана	8909	61229	3064	1599288	10	004_East
2696	495|562	Pizhon13	NW	6964	70497	3065	1149471	59	007. Crystal Palace
2697	443|481	BOND	Шпана	7299	114269	3066	1885079	10	014._D-pils_3
2698	474|557	AGASFER	NW.	7042	91910	3067	1514041	70	005 Sparta
2699	506|439	talica	-=ЛC=-	2132	38941	3068	92509	27	Труба
2700	454|510	супер асмодэй	Апачи	9637	36665	3069	504548	40	-1-
2701	473|541	XroM	NW	6807	64246	3070	557631	59	Битва за курятник
2702	447|534	Буяка	NW.	4983	32807	3071	2039577	70	Бу!
2703	550|466	tazjke	-=ЛС=-	1739	57123	3073	848902778	1	009
2704	514|439	talica	-=ЛC=-	6418	38941	3074	92509	27	Шабаш
2705	557|523	KHAL	HuntrY	8395	85652	3075	1989844	34	KHAL
2706	489|561	dificl	NW	6642	139323	3076	1507743	59	009
2707	527|556	Dmaister	ВиА Б	6414	26849	3077	848944178	68	002. Есть огромная семья!
2708	444|474	comik2009	Шпана	1897	78497	3078	1180115	10	comik2009-013
2709	558|516	Доктор Пай	HuntrY	9955	145428	3079	1612607	34	Я Не ТрУс Но Я БоЮсЬ
2710	478|442	DamageDealer	Шпана	9851	53558	3080	848892159	10	Бета Разнос
2711	445|475	comik2009	Шпана	2621	78497	3081	1180115	10	comik2009-011
2712	549|488	ossiriss	-=ЛС=-	5866	99993	3082	2001797	1	100ё
2713	448|536	Polaykovsi777	NW	1689	72081	3083	848933947	59	008
2714	556|473	areaper	Живки	9392	71463	3084	20030	11	Здесь mcmozzart
2715	447|530	Квазимода	NW	6866	112250	3087	848931337	59	А 008 Лютое Логово
2716	555|527	кекс	HuntrЙ	2048	64117	3088	848934032	77	9. Укрыться
2717	465|512	Дагир	NW	9217	67856	3089	119100	59	Дагир 001
2718	458|545	Marvable	NW.	7415	79282	3090	1445494	70	[003] Кедейра
2719	549|538	АнтипОFF	HuntrY	6699	58737	3091	1694033	34	Деревня варваров
2720	462|449	sergchss2014	Шпана	1903	61699	3092	1714096	10	Zhmot
2721	458|454	korya93	Шпана	8031	67219	3093	1907898	10	002
2722	561|495	Airr	-=ЛC=-	9547	69811	3096	848888184	27	Иерихон
2723	542|523	кекс	HuntrЙ	9151	64117	3097	848934032	77	2. Тьме
2724	471|553	Olegnn	NW.	9374	21578	3099	322879	70	xxx
2725	558|481	boorman	-=ЛC=-	1827	25060	3100	1073325	27	0.3.
2726	451|538	Квазимода	NW	6781	112250	3101	848931337	59	А 003 Оленьи Рога
2727	461|549	ТаКоторуюНельзяНазывать	NW.	7217	34876	3102	1471482	70	wonderfullife
2728	483|442	Питекантроп	-=ЛС=-	8904	40507	3103	848943461	1	колгосп iм. Крадiжки врожаю
2729	449|466	chertoffochka	Шпана	1221	122351	3104	2096250	10	Forget You
2730	524|534	noname00	HuntrX	7657	123769	3105	848929267	26	здесь живёт Зодиак
2731	520|440	Макроша	-=ЛC=-	4823	37322	3107	848937986	27	Ассизи
2732	560|510	scor	HuntrY	3927	24460	3108	1458783	34	003
2733	494|562	mirakses	NW.	9576	82863	3109	1992466	70	Б-3
2734	551|535	Алоха Гавайи	HuntrЙ	9735	28269	3110	1994353	77	100
2735	520|558	Serginio	NW	1647	53447	3111	1790757	59	Тихая
2736	549|478	Uriah Heep	-=ЛC=-	9797	49760	3112	937425	27	Давайте жить дружно)
2737	462|551	Wogd	NW	6058	79527	3113	2074812	59	007
2738	563|503	Airr	-=ЛC=-	4992	69811	3114	848888184	27	Арреций
2739	472|556	AGASFER	NW.	4535	91910	3115	1514041	70	009 Вавилон
2740	518|559	XXXP	ЖОПA	2310	2310	3116	577651	101	Здесь живёт XXXP
2741	559|519	Доктор Пай	HuntrY	4986	145428	3117	1612607	34	Бонусная деревня
2742	443|524	ULIS	ЖОПA	1034	1034	3118	580424	101	Здесь живёт ULIS
2743	559|478	Нунчаки	-=ЛС=-	8212	54517	3119	1568254	1	Бездарность
2744	437|507	777BAVARIA777	Шпана	8499	113604	3120	1873801	10	Здесь 100
2745	512|560	seme4ka-3	NW	6673	40426	3122	1550908	59	3.Изделия из метала
2746	461|468	Я к тебе	Шпана	9741	51665	3123	2049079	10	Я к тебе в гости
2747	467|448	korya93	Шпана	8715	67219	3124	1907898	10	003
2748	469|447	Алексей13	Апачи	739	11331	3125	1704838	40	Тюфяк из -=ЛС=-
2749	522|460	Андрей176	-=ЛС=-	9156	43685	3126	848940396	1	001
2750	489|560	монарх алексей	NW.	6928	31104	3127	1635410	70	Е.А.М.- 002
2751	501|563	Tjapik	NW.	8162	79941	3128	1146332	70	Дворянин
2752	501|564	Tjapik	NW.	8801	79941	3129	1146332	70	Дворянин
2753	454|543	Marvable	NW.	6906	79282	3130	1445494	70	[007] Ну, где ты, Варвара?
2754	506|523	Теснящийся в штанах	HuntrX	7163	116412	3132	1457551	26	003.The next level play
2755	537|549	булочка	ВиА Б	6084	29964	3133	848942067	68	нулевой километр
2756	501|439	Blackened	-=ЛС=-	8247	46784	3134	848944217	1	Мгла
2757	513|445	zent	-=ЛС=-	9479	38546	3135	21859	1	ХХХ
2758	503|447	3DShpion	-=ЛС=-	6043	144684	3137	848920934	1	Bari
2759	536|549	HoneyTroll	ВиА Б	3024	24553	3138	848916182	68	Ovis nivicola
2760	513|560	9731	NW	7865	51345	3139	848914540	59	Бонусная деревня
2761	488|557	СНАУ	NW	6803	41673	3140	267285	59	Катан 4
2762	464|543	Megadoz	NW.	10014	13919	3142	848909719	70	Здесь живёт Megadoz
2763	480|559	SneeK	NW.	6248	68212	3143	1161650	70	06.MaJIenkoe 3veRywKo
2764	550|525	Reckless Wanderer	HuntrX	9589	214685	3144	1632070	26	Квинтор
2765	517|440	ПРИАЛИЯ	Торгаш	1725	2054	3145	848898643	15	ААА
2766	515|443	talica	-=ЛC=-	10672	38941	3147	92509	27	Осень
2767	525|443	Гук74	-=ЛC=-	5414	48272	3148	450871	27	Звезда 3
2768	450|465	Я к тебе	Шпана	1375	51665	3149	2049079	10	Деревня варваров
2769	556|470	mcmozzart	Живки	2675	9770	3150	1019077	11	пчхии
2770	564|498	Aftanzill2020	Живки	1092	21774	3151	848880076	11	Куча
2771	562|496	samat09	-=ЛС=-	5022	177136	3152	394546	1	Дворянин 4,6
2772	443|473	comik2009	Шпана	5675	78497	3153	1180115	10	comik2009-006
2773	563|494	Hameleonchick46	Живки	765	61406	3155	1571304	11	Деревня варваров
2774	518|553	Corvhael	NW	10449	82195	3156	200849	59	Memento mori
2775	462|474	lеnaris	Шпана	8586	73164	3158	848913835	10	004
2776	557|528	fаntasy86	HuntrЙ	1472	19972	3162	1465311	77	ГАММА
2777	472|442	Ragnar the Great	Шпана	8699	100962	3163	1548827	10	C-001 Psychopathy
2778	493|562	mirakses	NW.	7815	82863	3164	1992466	70	Б-4
2779	453|460	mizyka	Шпана	6260	73249	3165	1501160	10	Первая
2780	552|463	Arturpp	-=ЛС=-	2148	66887	3166	848915741	1	010
2781	506|491	рот мне в ноги	-=ЛC=-	7350	50001	3167	1485794	27	Деревня варваров
2782	448|537	Квазимода	NW	6829	112250	3168	848931337	59	А 004 Камнепляс
2783	545|454	dubro	-=ЛC=-	1005	69498	3169	1585699	27	011. Хитрый Ильич
2784	499|468	TheLev1athan	-=ЛС=-	8423	65614	3170	2092438	1	[005] Джаггернаут
2785	561|513	.EndGame.	HuntrЙ	587	36978	3171	1604796	77	Деревня варваров
2786	519|493	Medvedyo	HuntrY	4739	96511	3172	848924009	34	005-Остров Редких Животных
2787	448|533	Квазимода	NW	6025	112250	3173	848931337	59	А 012 Трезубец
2788	487|548	Voodoo	HuntrY	6343	62896	3174	1760606	34	Firestarter
2789	512|438	zent	-=ЛС=-	5953	38546	3175	21859	1	фуня 1
2790	505|559	Xtaz	NW	6606	50818	3176	1358946	59	Дворянин
2791	538|550	HoneyTroll	ВиА Б	5505	24553	3177	848916182	68	Ursus maritimus
2792	535|552	Bakines	ВиА Б	4243	11644	3179	2100836	68	Советский
2793	504|437	3DShpion	-=ЛС=-	7240	144684	3180	848920934	1	Здесь живёт Oligarh
2794	445|474	comik2009	Шпана	2680	78497	3181	1180115	10	comik2009-012
2795	520|439	Макроша	-=ЛC=-	716	37322	3182	848937986	27	БББ
2796	542|547	вол-чара	ВиА Б	5905	31095	3183	1150621	68	Колобок
2797	535|542	Lorden	HuntrY	8335	73355	3184	1624228	34	002.03 Пшеничное поле
2798	550|538	АнтипОFF	HuntrY	7034	58737	3185	1694033	34	Деревня варваров
2799	503|494	ziglor	GAME	7709	150908	3186	372825	31	203
2800	559|523	Доктор Пай	HuntrY	5712	145428	3187	1612607	34	Деревня варваров
2801	537|449	ДейвиДжонс	-=ЛС=-	8520	41448	3190	848898455	1	Летучий Голландец
2802	535|448	Невидимый	-=ЛС=-	1581	55840	3191	353201	1	Деревня варваров
2803	438|493	multt	Апачи	2973	22917	3192	1338819	40	Бонусная деревня
2804	545|533	Zimm	HuntrX	10636	115140	3193	1532987	26	{008} Grave
2805	507|449	3DShpion	-=ЛС=-	9012	144684	3195	848920934	1	Niagara
2806	514|438	talica	-=ЛC=-	2766	38941	3196	92509	27	Метла
2807	564|494	Hameleonchick46	Живки	8240	61406	3197	1571304	11	Дворянин
2808	456|471	veter777	Шпана	9591	107226	3198	848907596	10	Здесь жил Vaneks 001
2809	444|483	comik2009	Шпана	9091	78497	3199	1180115	10	comik2009-001
2810	436|506	777BAVARIA777	Шпана	3261	113604	3200	1873801	10	Деревня варваров
2811	454|544	Marvable	NW.	6335	79282	3201	1445494	70	[005] Ну, где ты, Варвара?
2812	436|504	777BAVARIA777	Шпана	4816	113604	3202	1873801	10	777BAVARIA777
2813	556|496	ossiriss	-=ЛС=-	6520	99993	3203	2001797	1	100з
2814	560|517	Предвестник Войны	HuntrЙ	2651	66373	3204	848931262	77	Варка 06
2815	548|529	АнтипОFF	HuntrY	8194	58737	3207	1694033	34	Здесь живёт Antoha91
2816	528|537	Бабушка в платочке	HuntrY	9089	69251	3208	2105629	34	000
2817	483|439	Питекантроп	-=ЛС=-	4910	40507	3209	848943461	1	Деревня варваров
2818	495|563	Desman	NW.	4282	37709	3210	394180	70	Деревня варваров
2819	550|541	эйфория	HuntrY	5597	23271	3211	848944388	34	искатели ветра
2820	557|475	Uriah Heep	-=ЛC=-	9347	49760	3212	937425	27	=Aluston=
2821	562|509	scor	HuntrY	8555	24460	3213	1458783	34	001
2822	438|506	777BAVARIA777	Шпана	1115	113604	3214	1873801	10	Деревня варваров
2823	488|436	DamageDealer	Шпана	6654	53558	3215	848892159	10	Кратер Слёз
2824	561|512	.EndGame.	HuntrЙ	820	36978	3216	1604796	77	Деревня варваров
2825	449|539	XroM	NW	5128	64246	3217	557631	59	Тайна навозной силы
2826	564|499	Aftanzill2020	Живки	1005	21774	3218	848880076	11	Кучер
2827	494|564	8Taras8	NW	9473	70673	3220	1245314	59	100.001 8Taras8
2828	564|503	Airr	-=ЛC=-	2530	69811	3222	848888184	27	Деревня варваров
2829	468|554	Tervist	NW.	9630	35939	3223	848918708	70	[001]
2830	559|481	trukker	-=ЛС=-	4720	91054	3224	411942	1	004 Mordor
2831	465|449	korya93	Шпана	2596	67219	3225	1907898	10	007
2832	469|500	chip197608	Шпана	7244	60260	3226	1236536	10	Гуроны
2833	518|560	INACHE.	NW	1391	51486	3227	2009938	59	008. Дом тяжелых раздумий
2834	501|438	Питекантроп	-=ЛС=-	3378	40507	3228	848943461	1	Этна
2835	453|544	Marvable	NW.	6361	79282	3229	1445494	70	[006] Ну, где ты, Варвара?
2836	555|530	fаntasy86	HuntrЙ	7002	19972	3230	1465311	77	Здесь жила Васия
2837	497|563	Pizhon13	NW	8770	70497	3231	1149471	59	005. Sunderland
2838	543|511	Reckless Wanderer	HuntrX	9803	214685	3232	1632070	26	Дворянин
2839	502|562	Tjapik	NW.	7342	79941	3233	1146332	70	Дворянин
2840	522|441	88Magnum88	-=ЛС=-	10083	101235	3234	848922770	1	007
2841	504|537	Zevs	HuntrX	7767	78417	3237	2036	26	Крепость Эдемиана
2842	439|483	AndrikO	Апачи	10280	44371	3239	9429	40	Логово Абьюзера кв1
2843	535|554	антон CH	ВиА Б	2926	24456	3240	1246456	68	КАМЕЛОТ 4
2844	553|464	Arturpp	-=ЛС=-	2331	66887	3241	848915741	1	008
2845	559|494	Чтпз	-=ЛC=-	3560	59617	3242	2094105	27	Рим
2846	494|551	Dmitrich grad	NW	6860	52568	3244	1148460	59	DG 005
2847	443|530	Darksol	NW	3644	90873	3245	1512777	59	Long way
2848	474|526	HarDDD	HuntrX	3405	47843	3246	2097439	26	005
2849	557|471	Uriah Heep	-=ЛC=-	5365	49760	3247	937425	27	Деревня варваров
2850	436|498	Frisstal	Шпана	5444	75266	3248	1190352	10	007.
2851	509|512	noname00	HuntrX	8716	123769	3249	848929267	26	здесь живёт Чарльз Мэнсон
2852	448|462	САРУМАН	Апачи	1361	61549	3250	848920610	40	Б05. ~Шатер~
2853	562|503	Airr	-=ЛC=-	7147	69811	3251	848888184	27	Александрия
2854	544|517	xxxцарьxxx	HuntrY	9438	60648	3252	1205192	34	Деревня
2855	534|553	антон CH	ВиА Б	9201	24456	3253	1246456	68	КАМЕЛОТ 2
2856	481|439	Ханс Руди Гигер	-=ЛС=-	7833	96849	3254	2027254	1	C01
2857	556|533	MBD BOY	HuntrX	2025	49769	3255	300462	26	Дворянин
2858	474|558	AGASFER	NW.	4427	91910	3257	1514041	70	011 Гданьск
2859	438|519	NeHeRTiti	NW.	10346	132083	3258	848944347	70	Альтушка(Не твоя)
2860	559|477	Нунчаки	-=ЛС=-	7943	54517	3259	1568254	1	Бездарность
2861	482|561	Ewerverds	NW.	7679	75934	3260	2022096	70	Деревня варваров
2862	521|439	Макроша	-=ЛC=-	7681	37322	3263	848937986	27	Сузы
2863	489|532	Aдмин Беспрeдeлов	HuntrX	9587	103906	3264	1875418	26	Дворянин
2864	496|562	Pizhon13	NW	5731	70497	3265	1149471	59	008. Manchester United
2865	551|536	MBD BOY	HuntrX	6542	49769	3266	300462	26	Дворянин
2866	437|492	ziuzi	Шпана	1445	48949	3268	1582908	10	lebum
2867	539|542	Русский Стиль	ВиА Б	5343	28427	3269	568365	68	Дом света
2868	553|537	Алоха Гавайи	HuntrЙ	6976	28269	3270	1994353	77	101
2869	476|492	Рыбак 007	Шпана	5340	63040	3271	1703942	10	Голавль
2870	564|507	ХирургЛюбитель	HuntrY	699	69426	3272	1694752	34	Деревня варваров
2871	465|528	Megadjal	NW.	6860	41370	3273	2073682	70	004
2872	483|561	Ewerverds	NW.	6739	75934	3274	2022096	70	Деревня варваров
2873	462|535	OliWi	NW.	7961	71884	3275	848944317	70	[006] XRP
2874	561|518	Предвестник Войны	HuntrЙ	3303	66373	3276	848931262	77	Варка 05
2875	541|547	HoneyTroll	ВиА Б	1953	24553	3277	848916182	68	Canis lupus tundrarum
2876	509|438	zent	-=ЛС=-	6498	38546	3278	21859	1	Фуня2
2877	536|545	Lorden	HuntrY	5064	73355	3279	1624228	34	002.01 Кукурузное поле
2878	546|545	SeregaXAM	ВиА Б	947	9591	3280	848944090	68	RIP3
2879	487|563	dificl	NW	9300	139323	3282	1507743	59	002
2880	552|462	Социальная Сеть	-=ЛC=-	4627	22985	3285	1240047	27	[002]_Start
2881	470|556	AGASFER	NW.	5219	91910	3287	1514041	70	007 Сакура
2882	540|550	HoneyTroll	ВиА Б	2541	24553	3290	848916182	68	Orcinus orca
2883	477|535	Rookie	NW	9238	93292	3291	1601823	59	C.1 Midnight Revel
2884	475|560	-RM-	NW.	3336	21651	3292	1562394	70	001
2885	560|481	trukker	-=ЛС=-	4319	91054	3296	411942	1	005 Mordor
2886	440|482	AndrikO	Апачи	3556	44371	3297	9429	40	Логово Абьюзера кв2
2887	565|500	Aftanzill2020	Живки	1010	21774	3298	848880076	11	Кучка
2888	443|469	BOND	Шпана	9817	114269	3299	1885079	10	001.Бонусная деревня
2889	437|517	Туз.	NW	4061	96351	3301	1775179	59	-=011=-
2890	436|491	ziuzi	Шпана	7180	48949	3302	1582908	10	lamda
2891	437|516	Туз.	NW	5164	96351	3303	1775179	59	-=009=-
2892	555|469	Agentdrakon	-=ЛС=-	1068	30454	3305	848889764	1	Острог
2893	463|480	chertoffochka	Шпана	9268	122351	3306	2096250	10	In Your Corner
2894	515|563	Serginio	NW	3606	53447	3307	1790757	59	Зелёная роща
2895	458|476	chertoffochka	Шпана	5754	122351	3308	2096250	10	Деревня варваров
2896	475|558	Foks	NW	3350	69063	3309	46046	59	Варварка
2897	561|521	Доктор Пай	HuntrY	5925	145428	3310	1612607	34	Бонусная деревня
2898	522|439	88Magnum88	-=ЛС=-	6113	101235	3312	848922770	1	008
2899	561|485	Ламака	Живки	9402	35577	3314	848898206	11	Пивасики Воца
2900	484|561	Ewerverds	NW.	7514	75934	3315	2022096	70	Деревня варваров
2901	506|564	Сергейя	NW	7133	72585	3316	1319327	59	В. Ч.
2902	458|550	ТаКоторуюНельзяНазывать	NW.	9761	34876	3317	1471482	70	wonderfullife
2903	507|435	talica	-=ЛC=-	592	38941	3318	92509	27	Деревня варваров
2904	447|535	Буяка	NW.	5675	32807	3319	2039577	70	Бу!
2905	551|538	АнтипОFF	HuntrY	9427	58737	3320	1694033	34	Хантер догс)
2906	465|445	korya93	Шпана	617	67219	3321	1907898	10	010
2907	466|510	Феерия	NW	9902	36305	3322	1697676	59	-ТЕЙВАЗ-
2908	526|440	Гук74	-=ЛC=-	1707	48272	3323	450871	27	Звезда 8
2909	560|527	Reckless Wanderer	HuntrX	9761	214685	3324	1632070	26	Здесь живёт Радист
